,episode_name,dialogue,person_scene,season,episode,persons_bert,num_sentences
43080,Series 09 Episode 02 – The Separation Oscillation," Hey, uh, buddy, can we have some privacy?",Leonard,09,02,[],1
43086,Series 09 Episode 02 – The Separation Oscillation," Wake up, wake up, wake up.",Leonard,09,02,[],1
43088,Series 09 Episode 02 – The Separation Oscillation,What? Why?,Leonard,09,02,[],2
43090,Series 09 Episode 02 – The Separation Oscillation," Uh, first of all, you made that guy cry.",Leonard,09,02,[],1
43092,Series 09 Episode 02 – The Separation Oscillation," Secondly, I can’t think of a more horrible idea than Penny meeting Mandy.",Leonard,09,02,"['Penny', 'Mandy']",1
43094,Series 09 Episode 02 – The Separation Oscillation," What, you actually want to meet her?",Leonard,09,02,[],1
43096,Series 09 Episode 02 – The Separation Oscillation,I’m not being weird. Am I being weird?,Leonard,09,02,[],2
43098,Series 09 Episode 02 – The Separation Oscillation," Fine, you want to meet her?",Leonard,09,02,[],1
43100,Series 09 Episode 02 – The Separation Oscillation,How many times do I have to tell you? I have no interest in this woman.,Leonard,09,02,[],2
43120,Series 09 Episode 02 – The Separation Oscillation,You guys have any idea how much it costs to see a marriage counsellor?,Leonard,09,02,[],1
43127,Series 09 Episode 02 – The Separation Oscillation," Oh, great, there’s Mandy.",Leonard,09,02,['Mandy'],1
43130,Series 09 Episode 02 – The Separation Oscillation,That’s not helpful.,Leonard,09,02,[],1
43132,Series 09 Episode 02 – The Separation Oscillation,Are we done?,Leonard,09,02,[],1
43134,Series 09 Episode 02 – The Separation Oscillation," I’m gonna ask her if she’d be willing to talk to Penny, tell her she has nothing to worry about.",Leonard,09,02,['Penny'],1
43136,Series 09 Episode 02 – The Separation Oscillation,What?,Leonard,09,02,[],1
43139,Series 09 Episode 02 – The Separation Oscillation,Hey.,Leonard,09,02,[],1
43141,Series 09 Episode 02 – The Separation Oscillation," Uh, do you mind if I sit?",Leonard,09,02,[],1
43143,Series 09 Episode 02 – The Separation Oscillation," So, um, I’ve been thinking a lot about you and me and the boat.",Leonard,09,02,[],1
43145,Series 09 Episode 02 – The Separation Oscillation," You know, what we did, when we were drunk.",Leonard,09,02,[],1
43147,Series 09 Episode 02 – The Separation Oscillation," No, we just made out.",Leonard,09,02,[],1
43149,Series 09 Episode 02 – The Separation Oscillation," Uh, okay, well, um, I got married recently.",Leonard,09,02,[],1
43151,Series 09 Episode 02 – The Separation Oscillation," Never gets old. No, no, to a girl. Anyway, I told her what happened between you and me, and she’s concerned about us seeing each other at work.",Leonard,09,02,[],3
43153,Series 09 Episode 02 – The Separation Oscillation,Because I didn’t want there to be any secrets between us.,Leonard,09,02,[],1
43155,Series 09 Episode 02 – The Separation Oscillation,What else would it be?,Leonard,09,02,[],1
43157,Series 09 Episode 02 – The Separation Oscillation," No, I don’t think so. Although, Penny did say exactly that.",Leonard,09,02,['Penny'],2
43159,Series 09 Episode 02 – The Separation Oscillation," You know, on some level, I’ve always believed that I don’t deserve a woman like her.",Leonard,09,02,[],1
43161,Series 09 Episode 02 – The Separation Oscillation," I mean, she’s really beautiful. She could have any guy she wants. Which is probably why it took her so many years to tell me she loved me.",Leonard,09,02,[],3
43163,Series 09 Episode 02 – The Separation Oscillation," Too expensive. You’d think I’d be used to women withholding their love. I mean, my mother did. I mean, no matter how hard I tried, she just didn’t have any interest in me.",Leonard,09,02,[],4
43165,Series 09 Episode 02 – The Separation Oscillation," I wonder if that’s why I have such a dysfunctional relationship with Sheldon. I had a dream the other night that I was in a cave and I was nursing a baby, but the baby had Sheldon’s head on it.",Leonard,09,02,"['Sheldon', 'Sheldon']",2
43174,Series 09 Episode 02 – The Separation Oscillation," Okay, yeah, um, do you remember when you accused me of trying to sabotage our wedding?",Leonard,09,02,[],1
43176,Series 09 Episode 02 – The Separation Oscillation," I’ve been thinking about it, and you might be right. But the good news is that I’m pretty sure I know why.",Leonard,09,02,[],2
43178,Series 09 Episode 02 – The Separation Oscillation," Penny, after all these years, I still feel like maybe I don’t deserve you.",Leonard,09,02,['Penny'],1
43180,Series 09 Episode 02 – The Separation Oscillation,You do?,Leonard,09,02,[],1
43182,Series 09 Episode 02 – The Separation Oscillation,I don’t even understand why you’re with someone like me. Why would I want to be with someone like me?,Leonard,09,02,[],2
43184,Series 09 Episode 02 – The Separation Oscillation," Well, how about we stop being so scared of losing each other and just be together?",Leonard,09,02,[],1
43186,Series 09 Episode 02 – The Separation Oscillation," Good. Because I’ve loved you since the moment we met, and I will keep loving you until the end of time.",Leonard,09,02,[],2
43188,Series 09 Episode 02 – The Separation Oscillation," Yeah? That’s because you’re beautiful, and your beauty fills my heart with love and song.",Leonard,09,02,[],2
43190,Series 09 Episode 02 – The Separation Oscillation," Huh? If you think that’s cheesy, buckle up. Penny Hofstadter, will you please stay married to me?",Leonard,09,02,['Penny'],3
43192,Series 09 Episode 02 – The Separation Oscillation," Yes, please.",Leonard,09,02,[],1
43197,Series 09 Episode 02 – The Separation Oscillation,What is this?,Leonard,09,02,[],1
43200,Series 09 Episode 02 – The Separation Oscillation,Wow.,Leonard,09,02,[],1
43214,Series 09 Episode 03 – The Batchelor Party Corrosion," Sure. Hey, want to hear a fun fact about mustard?",Leonard,09,03,[],2
43216,Series 09 Episode 03 – The Batchelor Party Corrosion,Yeah.,Leonard,09,03,[],1
43219,Series 09 Episode 03 – The Batchelor Party Corrosion," Hey, you’re early. The movie doesn’t start for an hour.",Leonard,09,03,[],2
43221,Series 09 Episode 03 – The Batchelor Party Corrosion,What are you talking about?,Leonard,09,03,[],1
43224,Series 09 Episode 03 – The Batchelor Party Corrosion,When do we leave?,Leonard,09,03,[],1
43242,Series 09 Episode 03 – The Batchelor Party Corrosion,This was Feynman’s van? That’s so cool.,Leonard,09,03,['Fe'],2
43246,Series 09 Episode 03 – The Batchelor Party Corrosion," So, are you gonna give us a clue where we’re headed?",Leonard,09,03,[],1
43248,Series 09 Episode 03 – The Batchelor Party Corrosion,India.,Leonard,09,03,[],1
43250,Series 09 Episode 03 – The Batchelor Party Corrosion,Your house?,Leonard,09,03,[],1
43252,Series 09 Episode 03 – The Batchelor Party Corrosion," Fun, I’ve never been there.",Leonard,09,03,[],1
43276,Series 09 Episode 03 – The Batchelor Party Corrosion," If there was a hidden compartment, don’t you think you’d be stuffed in it by now?",Leonard,09,03,[],1
43312,Series 09 Episode 03 – The Batchelor Party Corrosion," Hey, watch your speed. I hear the Mexican police target tourists.",Leonard,09,03,[],2
43316,Series 09 Episode 03 – The Batchelor Party Corrosion," Sheldon, can you believe that we’re driving in a van that was owned by one of the greatest scientific minds of the 20th century? It’s like the Batmobile. If Batman was real and a physicist and his car wasn’t cool.",Leonard,09,03,"['Sheldon', 'Batman']",3
43326,Series 09 Episode 03 – The Batchelor Party Corrosion,What?,Leonard,09,03,[],1
43347,Series 09 Episode 03 – The Batchelor Party Corrosion,And there’s your damsel.,Leonard,09,03,[],1
43401,Series 09 Episode 03 – The Batchelor Party Corrosion," Yeah, this is nothing more than a physics problem.",Leonard,09,03,[],1
43405,Series 09 Episode 03 – The Batchelor Party Corrosion," Let’s see, a lever, a lever.",Leonard,09,03,[],1
43407,Series 09 Episode 03 – The Batchelor Party Corrosion,We’re gonna be here foreever.,Leonard,09,03,[],1
43423,Series 09 Episode 03 – The Batchelor Party Corrosion,I don’t think the lever’s working.,Leonard,09,03,[],1
43425,Series 09 Episode 03 – The Batchelor Party Corrosion,There’s gotta be something else we could try.,Leonard,09,03,[],1
43431,Series 09 Episode 03 – The Batchelor Party Corrosion," Guys, excuse me, not that calling one of the Avengers isn’t a perfectly reasonable choice, but we’re scientists. Don’t you think we can figure this out using actual science?",Leonard,09,03,[],2
43439,Series 09 Episode 03 – The Batchelor Party Corrosion,They’re basically pure hydrocarbons soaked in fat. Let’s hope the lug nut expands.,Leonard,09,03,[],2
43445,Series 09 Episode 03 – The Batchelor Party Corrosion,It’s a bachelor party. Lighten up.,Leonard,09,03,[],2
43455,Series 09 Episode 03 – The Batchelor Party Corrosion," Well, let’s start small. We can always add more.",Leonard,09,03,[],2
43461,Series 09 Episode 03 – The Batchelor Party Corrosion,We got a flat and couldn’t get the tyre off.,Leonard,09,03,[],1
43463,Series 09 Episode 03 – The Batchelor Party Corrosion,Thank you.,Leonard,09,03,[],1
43467,Series 09 Episode 03 – The Batchelor Party Corrosion,I spent the night in Mexico with Sheldon.,Leonard,09,03,['Sheldon'],1
43473,Series 09 Episode 04 – The 2003 Approximation,I still don’t understand why you bought that pill caddie. You’re a young man.,Leonard,09,04,[],2
43475,Series 09 Episode 04 – The 2003 Approximation," It’s just where I need them. You know, she doesn’t have a lot of closet space.",Leonard,09,04,[],2
43479,Series 09 Episode 04 – The 2003 Approximation," Come on, buddy.",Leonard,09,04,[],1
43534,Series 09 Episode 04 – The 2003 Approximation,Do I really have to do that now?,Leonard,09,04,[],1
43537,Series 09 Episode 04 – The 2003 Approximation,It’s harder than I thought.,Leonard,09,04,[],1
43539,Series 09 Episode 04 – The 2003 Approximation,That helped.,Leonard,09,04,[],1
43575,Series 09 Episode 04 – The 2003 Approximation," Well, it’s Thai food night.",Leonard,09,04,[],1
43577,Series 09 Episode 04 – The 2003 Approximation,You’re right. But what? Mexican? Italian? German? Indian? Greek? Cuban? Chinese? Pizza? Barbecue? Korean? Korean barbecue?,Leonard,09,04,[],13
43579,Series 09 Episode 04 – The 2003 Approximation," Oh, thank God.",Leonard,09,04,[],1
43582,Series 09 Episode 04 – The 2003 Approximation," You heard him, no.",Leonard,09,04,[],1
43587,Series 09 Episode 04 – The 2003 Approximation," I guess. I’m just, you know, worried about Sheldon.",Leonard,09,04,['Sheldon'],2
43589,Series 09 Episode 04 – The 2003 Approximation,I hope so.,Leonard,09,04,[],1
43591,Series 09 Episode 04 – The 2003 Approximation," No, of course not. I just feel bad.",Leonard,09,04,[],2
43593,Series 09 Episode 04 – The 2003 Approximation,I did like that he had the weather on it.,Leonard,09,04,[],1
43595,Series 09 Episode 04 – The 2003 Approximation," I know. And it’s not like we’re abandoning him. Plus, we can FaceTime him whenever we want, you know, once iPhones are invented in his universe.",Leonard,09,04,[],3
43605,Series 09 Episode 04 – The 2003 Approximation," Hey, we brought you Thai. Where is everything?",Leonard,09,04,[],2
43607,Series 09 Episode 04 – The 2003 Approximation," I know what you’re doing. You’re trying to get attention so we’ll feel bad for you, but it’s not happening.",Leonard,09,04,[],2
43609,Series 09 Episode 04 – The 2003 Approximation,Will you knock it off? We’re across the hall.,Leonard,09,04,[],2
43649,Series 09 Episode 04 – The 2003 Approximation," Buddy, I know me moving in with Penny feels like a big change, but it’s not.",Leonard,09,04,"['Buddy', 'Penny']",1
43656,Series 09 Episode 04 – The 2003 Approximation," Wuh, what about what you said in the restaurant?",Leonard,09,04,[],1
43659,Series 09 Episode 04 – The 2003 Approximation,Fine.,Leonard,09,04,[],1
43669,Series 09 Episode 05 – The Perspiration Implementation," Hey, ready for lunch?",Leonard,09,05,[],1
43673,Series 09 Episode 05 – The Perspiration Implementation,That’ll teach her to care about your health.,Leonard,09,05,[],1
43680,Series 09 Episode 05 – The Perspiration Implementation,It wouldn’t be the worst thing if we were more active.,Leonard,09,05,[],1
43683,Series 09 Episode 05 – The Perspiration Implementation," Look at all these activities the university has. Rock climbing club, archery, flag football.",Leonard,09,05,[],2
43686,Series 09 Episode 05 – The Perspiration Implementation,What are you saying? We’re not coordinated enough to play sports?,Leonard,09,05,[],2
43688,Series 09 Episode 05 – The Perspiration Implementation," I got a triple-word score with a double letter Q. If that’s not a time to bust out the scrabble dance, what’s the point of having one? Hey, Barry Kripke started a fencing club.",Leonard,09,05,['Barry'],3
43690,Series 09 Episode 05 – The Perspiration Implementation," It’s indoors, so no sunscreen.",Leonard,09,05,[],1
43692,Series 09 Episode 05 – The Perspiration Implementation,No gym shorts that can be yanked down.,Leonard,09,05,[],1
43694,Series 09 Episode 05 – The Perspiration Implementation,Preach.,Leonard,09,05,['Pre'],1
43696,Series 09 Episode 05 – The Perspiration Implementation,What about a game of tag on a French schoolyard?,Leonard,09,05,[],1
43710,Series 09 Episode 05 – The Perspiration Implementation,I always wanted to be a swashbuckler when I was a kid.,Leonard,09,05,[],1
43715,Series 09 Episode 05 – The Perspiration Implementation,That’s not why we’re here.,Leonard,09,05,[],1
43732,Series 09 Episode 05 – The Perspiration Implementation,This is easy. I didn’t need to wear a cup.,Leonard,09,05,[],2
43756,Series 09 Episode 05 – The Perspiration Implementation,What?,Leonard,09,05,[],1
43758,Series 09 Episode 05 – The Perspiration Implementation,When was your honour insulted?,Leonard,09,05,[],1
43760,Series 09 Episode 05 – The Perspiration Implementation," Again, that doctor didn’t insult your honour. Just checked your prostate.",Leonard,09,05,[],2
43764,Series 09 Episode 05 – The Perspiration Implementation," Well, good. It’s nice to see your mind off Amy.",Leonard,09,05,['Amy'],2
43769,Series 09 Episode 05 – The Perspiration Implementation," Oh. I hate to say it, but it sounds like he’s interested in her.",Leonard,09,05,[],2
43771,Series 09 Episode 05 – The Perspiration Implementation," Oh, buddy, I get that you don’t like it, but it’s not really up to you.",Leonard,09,05,[],1
43773,Series 09 Episode 05 – The Perspiration Implementation," Look, even if it’s not him, Amy’s probably going to date someone at some point.",Leonard,09,05,['Amy'],1
43775,Series 09 Episode 05 – The Perspiration Implementation,Of course. She deserves to be happy.,Leonard,09,05,[],2
43778,Series 09 Episode 05 – The Perspiration Implementation," Listen, I should warn you that maybe asking Amy out isn’t a good idea.",Leonard,09,05,['Amy'],1
43780,Series 09 Episode 05 – The Perspiration Implementation,And now the crazy version of what I just said.,Leonard,09,05,[],1
43786,Series 09 Episode 05 – The Perspiration Implementation," Wow. That, that was crazier than I thought.",Leonard,09,05,[],2
43807,Series 09 Episode 05 – The Perspiration Implementation," I’m surprised you wanted to go to a sports bar, Sheldon.",Leonard,09,05,['Sheldon'],1
43809,Series 09 Episode 05 – The Perspiration Implementation," If you’re cranky and retaining water, I have a theory.",Leonard,09,05,[],1
43814,Series 09 Episode 05 – The Perspiration Implementation,Maybe you should consider women who aren’t in serious relationships with your closest friends?,Leonard,09,05,[],1
43819,Series 09 Episode 05 – The Perspiration Implementation,Three.,Leonard,09,05,[],1
43853,Series 09 Episode 05 – The Perspiration Implementation,You’re just sweaty from exercise.,Leonard,09,05,[],1
43855,Series 09 Episode 05 – The Perspiration Implementation,I know it only takes one doctor’s finger.,Leonard,09,05,[],1
43858,Series 09 Episode 05 – The Perspiration Implementation,We should let you guys talk.,Leonard,09,05,[],1
43861,Series 09 Episode 05 – The Perspiration Implementation,Look at me go.,Leonard,09,05,[],1
43882,Series 09 Episode 06 – The Helium Insufficiency,What’s going on?,Leonard,09,06,[],1
43884,Series 09 Episode 06 – The Helium Insufficiency,Just tell me.,Leonard,09,06,[],1
43886,Series 09 Episode 06 – The Helium Insufficiency," Oh, well, that kind of stinks.",Leonard,09,06,[],1
43888,Series 09 Episode 06 – The Helium Insufficiency,What are we going to do?,Leonard,09,06,[],1
43890,Series 09 Episode 06 – The Helium Insufficiency," I’d love to, but we need liquid helium and our shipment’s on back order for a month.",Leonard,09,06,[],1
43892,Series 09 Episode 06 – The Helium Insufficiency,That shirt brings out the blue in your eyes.,Leonard,09,06,[],1
43894,Series 09 Episode 06 – The Helium Insufficiency,Let’s go check to see if the university has any helium in reserve.,Leonard,09,06,[],1
43897,Series 09 Episode 06 – The Helium Insufficiency," Hey, Barry, we’re in trouble. We need liquid helium, does the department have any we can use?",Leonard,09,06,['Barry'],2
43901,Series 09 Episode 06 – The Helium Insufficiency," Come on, Barry, there’s a Swedish team trying to run our experiment before us. Can’t you spare any?",Leonard,09,06,['Barry'],2
43903,Series 09 Episode 06 – The Helium Insufficiency,Yes.,Leonard,09,06,[],1
43905,Series 09 Episode 06 – The Helium Insufficiency,What are you doing?,Leonard,09,06,[],1
43911,Series 09 Episode 06 – The Helium Insufficiency,We’d have to go to every Party City in California.,Leonard,09,06,[],1
43916,Series 09 Episode 06 – The Helium Insufficiency,Who is he?,Leonard,09,06,[],1
43918,Series 09 Episode 06 – The Helium Insufficiency,How does he get the helium?,Leonard,09,06,[],1
43941,Series 09 Episode 06 – The Helium Insufficiency," Oh, hey. I just heard back from the liquid helium guy.",Leonard,09,06,[],2
43943,Series 09 Episode 06 – The Helium Insufficiency,He’s got what we need and can meet us tonight.,Leonard,09,06,[],1
43945,Series 09 Episode 06 – The Helium Insufficiency,The man restocking the cereal shelves.,Leonard,09,06,[],1
43947,Series 09 Episode 06 – The Helium Insufficiency,He handed you the box directly and called you Stretch.,Leonard,09,06,"['St', '##ch']",1
43949,Series 09 Episode 06 – The Helium Insufficiency,Do you want liquid helium or not?,Leonard,09,06,[],1
43951,Series 09 Episode 06 – The Helium Insufficiency,Then I’m going to tell him we’re in.,Leonard,09,06,[],1
43953,Series 09 Episode 06 – The Helium Insufficiency," We’re just bending the rules a little. We have grant money to do the experiment, so we’re going to spend it on the helium we need. It’s not like when Dr. Goldfarb claimed he bought an electron microscope and he was really just keeping a Russian girl in an apartment in Van Nuys.",Leonard,09,06,['Gold'],3
43955,Series 09 Episode 06 – The Helium Insufficiency," Sure. So, are we doing this?",Leonard,09,06,[],2
43957,Series 09 Episode 06 – The Helium Insufficiency,Remember? Don’t ask too many questions?,Leonard,09,06,[],2
43959,Series 09 Episode 06 – The Helium Insufficiency," A little, but if I may quote Einstein, the pursuit of science calls us to ignore the rules set by man.",Leonard,09,06,['Einstein'],1
43961,Series 09 Episode 06 – The Helium Insufficiency,Done.,Leonard,09,06,[],1
43963,Series 09 Episode 06 – The Helium Insufficiency," Before I answer, may I just say your skin has never looked better.",Leonard,09,06,[],1
43987,Series 09 Episode 06 – The Helium Insufficiency,That must be him.,Leonard,09,06,[],1
43989,Series 09 Episode 06 – The Helium Insufficiency,Hey.,Leonard,09,06,[],1
43991,Series 09 Episode 06 – The Helium Insufficiency," Uh, I’m Leonard. This is my friend…",Leonard,09,06,['Leonard'],2
43994,Series 09 Episode 06 – The Helium Insufficiency," Uh, yeah, uh, right here.",Leonard,09,06,[],1
43996,Series 09 Episode 06 – The Helium Insufficiency," What ya doing, Skippy?",Leonard,09,06,['Ski'],1
44000,Series 09 Episode 06 – The Helium Insufficiency," Look, you can trust us. We’re respected scientists.",Leonard,09,06,[],2
44004,Series 09 Episode 06 – The Helium Insufficiency,My friend does make a decent point about the money. I don’t feel comfortable just handing it over up front.,Leonard,09,06,[],2
44008,Series 09 Episode 06 – The Helium Insufficiency,I don’t think it matters if this is a stalemate or an impasse or a Mexican standoff. What are we gonna do here?,Leonard,09,06,[],2
44017,Series 09 Episode 06 – The Helium Insufficiency," Afraid so, Skippy.",Leonard,09,06,['Ski'],1
44019,Series 09 Episode 06 – The Helium Insufficiency," All right, let’s all just calm down. Nobody wants to report anybody.",Leonard,09,06,[],2
44021,Series 09 Episode 06 – The Helium Insufficiency," No, no, no. Wait, don’t go. Just let me explain. We’re physicists, and we’re trying to prove a hypothesis that we’ve been working on for over a year.",Leonard,09,06,[],4
44025,Series 09 Episode 06 – The Helium Insufficiency," Okay, but now there’s this Swedish team that read our paper and they’re trying to beat us to our own discovery. We really need this helium.",Leonard,09,06,[],2
44027,Series 09 Episode 06 – The Helium Insufficiency,Here’s the money. Can we do this?,Leonard,09,06,[],2
44029,Series 09 Episode 06 – The Helium Insufficiency,It’s actually pretty common in our field. There’s not much you can do about it.,Leonard,09,06,[],2
44046,Series 09 Episode 06 – The Helium Insufficiency,Will you stop with that already?,Leonard,09,06,[],1
44048,Series 09 Episode 06 – The Helium Insufficiency,And tipping his hat to the cleaning lady didn’t do that?,Leonard,09,06,[],1
44050,Series 09 Episode 06 – The Helium Insufficiency,Let’s just start the experiment.,Leonard,09,06,[],1
44052,Series 09 Episode 06 – The Helium Insufficiency,We’re not getting caught.,Leonard,09,06,[],1
44054,Series 09 Episode 06 – The Helium Insufficiency," The dealer doesn’t care, Kripke has no authority over us, and you being related to a metal container would explain a lot. Help me hook this up.",Leonard,09,06,"['K', '##rip', '##ke']",2
44056,Series 09 Episode 06 – The Helium Insufficiency,What?,Leonard,09,06,[],1
44058,Series 09 Episode 06 – The Helium Insufficiency,What is it?,Leonard,09,06,[],1
44060,Series 09 Episode 06 – The Helium Insufficiency,It’s probably USC or UCLA.,Leonard,09,06,[],1
44062,Series 09 Episode 06 – The Helium Insufficiency,Let’s not jump to conclusions. A lot of things start with U.,Leonard,09,06,[],2
44064,Series 09 Episode 06 – The Helium Insufficiency," Listen, we can do the experiment as planned and beat the Swedish team to the punch, or we can kiss our dreams good-bye because we were to afraid to break a few rules.",Leonard,09,06,[],1
44066,Series 09 Episode 06 – The Helium Insufficiency,Ma’am.,Leonard,09,06,[],1
44082,Series 09 Episode 06 – The Helium Insufficiency,Thank you for coming back.,Leonard,09,06,[],1
44086,Series 09 Episode 06 – The Helium Insufficiency," No, nothing. We just changed our mind.",Leonard,09,06,[],2
44089,Series 09 Episode 06 – The Helium Insufficiency,Thank you.,Leonard,09,06,[],1
44093,Series 09 Episode 06 – The Helium Insufficiency,You know what? It’s fine. Keep the money. We just want to be done with this.,Leonard,09,06,[],4
44096,Series 09 Episode 06 – The Helium Insufficiency,He wants more money.,Leonard,09,06,[],1
44120,Series 09 Episode 06 – The Helium Insufficiency,Is Ernest Goes to Jail the only prison movie you’ve seen?,Leonard,09,06,[],1
44123,Series 09 Episode 06 – The Helium Insufficiency," Thank you, Barry.",Leonard,09,06,['Barry'],1
44127,Series 09 Episode 06 – The Helium Insufficiency,Can you give us a minute?,Leonard,09,06,[],1
44130,Series 09 Episode 06 – The Helium Insufficiency," Me neither, but what other choice do we have?",Leonard,09,06,[],1
44132,Series 09 Episode 06 – The Helium Insufficiency,I promise this is the last time.,Leonard,09,06,[],1
44134,Series 09 Episode 06 – The Helium Insufficiency,It says right here on Wikipedia. A Mexican standoff is a confrontation between at least three parties.,Leonard,09,06,[],2
44142,Series 09 Episode 07 – The Spock Resonance,Did you hear about this study that found people that were cool and popular at 13 have problems succeeding later in life?,Leonard,09,07,[],1
44147,Series 09 Episode 07 – The Spock Resonance," You tell me, you woke up in bed with one.",Leonard,09,07,[],1
44149,Series 09 Episode 07 – The Spock Resonance,Why is he writing to you?,Leonard,09,07,[],1
44170,Series 09 Episode 07 – The Spock Resonance,I’m the one who thought of Spockumentary.,Leonard,09,07,[],1
44194,Series 09 Episode 07 – The Spock Resonance,How long have you known Adam?,Leonard,09,07,['Adam'],1
44196,Series 09 Episode 07 – The Spock Resonance,And what are you getting him back for?,Leonard,09,07,[],1
44204,Series 09 Episode 07 – The Spock Resonance," My brother was mean to me, too.",Leonard,09,07,[],1
44211,Series 09 Episode 07 – The Spock Resonance,When did we get a wall safe?,Leonard,09,07,[],1
44213,Series 09 Episode 07 – The Spock Resonance,When did we get a floor safe?,Leonard,09,07,[],1
44215,Series 09 Episode 07 – The Spock Resonance,There’s a security camera?,Leonard,09,07,[],1
44244,Series 09 Episode 07 – The Spock Resonance,You have a will?,Leonard,09,07,[],1
44246,Series 09 Episode 07 – The Spock Resonance,Will Wil want it?,Leonard,09,07,['W'],1
44251,Series 09 Episode 07 – The Spock Resonance,You bought her a ring?,Leonard,09,07,[],1
44257,Series 09 Episode 07 – The Spock Resonance," Oh, man, I’m sorry, that must have been devastating for you.",Leonard,09,07,[],1
44275,Series 09 Episode 07 – The Spock Resonance,You did go pfft.,Leonard,09,07,[],1
44277,Series 09 Episode 07 – The Spock Resonance,Just like you.,Leonard,09,07,[],1
44303,Series 09 Episode 07 – The Spock Resonance,I know. I also can’t believe he watched what we did on that couch and still sits on it.,Leonard,09,07,[],2
44306,Series 09 Episode 07 – The Spock Resonance," Hey, buddy. How you doing?",Leonard,09,07,[],2
44308,Series 09 Episode 07 – The Spock Resonance,Yeah.,Leonard,09,07,[],1
44310,Series 09 Episode 07 – The Spock Resonance," Oh, yeah.",Leonard,09,07,[],1
44314,Series 09 Episode 07 – The Spock Resonance,No.,Leonard,09,07,[],1
44316,Series 09 Episode 07 – The Spock Resonance,Nirsh.,Leonard,09,07,[],1
44320,Series 09 Episode 07 – The Spock Resonance,He didn’t meant that.,Leonard,09,07,[],1
44347,Series 09 Episode 07 – The Spock Resonance," Well now instead of idolizing fictional characters, you can focus on the real people who are already in your life.",Leonard,09,07,[],1
44349,Series 09 Episode 07 – The Spock Resonance,Thank you.,Leonard,09,07,[],1
44353,Series 09 Episode 08 – The Mystery Date Observation," Well, he’s having a rough time. Amy broke his heart, the DVR cut off the last minute of Doctor Who. That crow followed him home.",Leonard,09,08,['Amy'],3
44355,Series 09 Episode 08 – The Mystery Date Observation," Ah, well, what’s this? A pot of oatmeal? Or, thanks to you, what I will now call gloatmeal.",Leonard,09,08,[],3
44358,Series 09 Episode 08 – The Mystery Date Observation,You’re in a good mood.,Leonard,09,08,[],1
44361,Series 09 Episode 08 – The Mystery Date Observation,What brought this on?,Leonard,09,08,[],1
44365,Series 09 Episode 08 – The Mystery Date Observation," Hey, I made French toast sticks.",Leonard,09,08,[],1
44367,Series 09 Episode 08 – The Mystery Date Observation," Ah, I also made oatmeal.",Leonard,09,08,[],1
44434,Series 09 Episode 08 – The Mystery Date Observation,I don’t understand why we’re leaving so early for the movie.,Leonard,09,08,[],1
44436,Series 09 Episode 08 – The Mystery Date Observation,What? I don’t want to do that.,Leonard,09,08,[],2
44438,Series 09 Episode 08 – The Mystery Date Observation,This is the movie that big soda doesn’t want you to see.,Leonard,09,08,[],1
44440,Series 09 Episode 08 – The Mystery Date Observation,So you’re actually okay with invading your friend’s privacy?,Leonard,09,08,[],1
44442,Series 09 Episode 08 – The Mystery Date Observation,Not really.,Leonard,09,08,[],1
44464,Series 09 Episode 08 – The Mystery Date Observation,You just happen to have those in the car?,Leonard,09,08,[],1
44466,Series 09 Episode 08 – The Mystery Date Observation,By stalking them?,Leonard,09,08,[],1
44471,Series 09 Episode 08 – The Mystery Date Observation,Can I see?,Leonard,09,08,[],1
44473,Series 09 Episode 08 – The Mystery Date Observation," I know, but you guys make being a crappy friend look fun.",Leonard,09,08,[],1
44475,Series 09 Episode 08 – The Mystery Date Observation," Yeah, okay, I see him. It looks like they’re having a nice time. I wish I could hear what they’re saying.",Leonard,09,08,[],3
44492,Series 09 Episode 08 – The Mystery Date Observation," Okay, we saw them. Can we go catch the movie?",Leonard,09,08,[],2
44507,Series 09 Episode 08 – The Mystery Date Observation,Are we gonna be much longer? I really have to go to the bathroom.,Leonard,09,08,[],2
44538,Series 09 Episode 08 – The Mystery Date Observation,What happened?,Leonard,09,08,[],1
44540,Series 09 Episode 08 – The Mystery Date Observation,Yeah.,Leonard,09,08,[],1
44544,Series 09 Episode 08 – The Mystery Date Observation," I don’t know if you want to do that, I was just, okay, never mind.",Leonard,09,08,[],1
44546,Series 09 Episode 08 – The Mystery Date Observation,You really should.,Leonard,09,08,[],1
44602,Series 09 Episode 09 – The Platonic Permutation," Well, we’re having everyone over.",Leonard,09,09,[],1
44604,Series 09 Episode 09 – The Platonic Permutation,Otherwise we’d love to.,Leonard,09,09,[],1
44606,Series 09 Episode 09 – The Platonic Permutation," Yeah, poor us.",Leonard,09,09,[],1
44649,Series 09 Episode 09 – The Platonic Permutation,I know. I feel so grown up.,Leonard,09,09,[],2
44651,Series 09 Episode 09 – The Platonic Permutation," Really? How many grown-ups do you know who have Mr. Spock oven mitts? Hey, the recipes are on my iPad. Will you pull ’em up?",Leonard,09,09,[],4
44653,Series 09 Episode 09 – The Platonic Permutation,My birthday.,Leonard,09,09,[],1
44655,Series 09 Episode 09 – The Platonic Permutation," It’s just the four digits, month and day.",Leonard,09,09,[],1
44657,Series 09 Episode 09 – The Platonic Permutation," Let me see. Yeah, there. What number were you putting in?",Leonard,09,09,[],3
